id,cntry_name,area,capname,caplong,caplat,gwcode,gwsdate,gwsyear,gwsmonth,gwsday,gwedate,gweyear,gwemonth,gweday,en_cntry_name,fr_cntry_name,de_cntry_name,fi_cntry_name
129,Libya,881852,Tripoli,13.18,32.8925,620,17.10.1912 23:00:00,1912,10,18,10.09.1919 23:00:00,1919,9,11,Libya,Libye,Libyen,Libya
130,Lithuania,83882.2,Vilnius,25.3167,54.6833,368,15.02.1918 23:00:00,1918,2,16,05.10.1920 23:00:00,1920,10,6,Lithuania,Lituanie,Litauen,Liettua
131,Luxembourg,2581.61,Luxembourg,6.13,49.6117,212,31.12.1885 23:00:00,1886,1,1,30.12.2019 23:00:00,2019,12,31,Luxembourg,Luxembourg,Luxemburg,Luxemburg
132,Macedonia (FYROM/North Macedonia),25460.6,Skopje,21.428,41.9973,343,19.11.1991 23:00:00,1991,11,20,30.12.2019 23:00:00,2019,12,31,Macedonia (FYROM/North Macedonia),Macédoine (FYROM/Macédoine du Nord),Mazedonien (FYROM/Nordmazedonien),Makedonia (EJTM/Pohjois-Makedonia)
133,Madagascar (Malagasy),592864,Antananarivo,47.5167,-18.9167,580,31.12.1885 23:00:00,1886,1,1,04.08.1896 23:00:00,1896,8,5,Madagascar (Malagasy),Madagascar (Malagasy),Madagaskar (Madagassisch),Madagaskar (Madagaskar)
134,Malawi,118483,Lilongwe,33.7833,-13.9833,553,09.06.1891 23:00:00,1891,6,10,30.07.1953 23:00:00,1953,7,31,Malawi,Malawi,Malawi,Malawi
135,Malaysia,131495,Kuala Lumpur,101.7,3.16667,820,31.03.1946 23:00:00,1946,4,1,29.08.1957 23:00:00,1957,8,30,Malaysia,Malaisie,Malaysia,Malesia
136,Maldives,33.622,Male,73.5,4.16667,781,15.12.1887 23:00:00,1887,12,16,24.05.1965 23:00:00,1965,5,25,Maldives,Maldives,Malediven,Malediivit
137,Mali,1736750,Bamako,-7.97491,12.6177,432,31.12.1904 23:00:00,1905,1,1,21.04.1913 23:00:00,1913,4,22,Mali,Mali,Mali,Mali
138,Malta,291.865,Valletta,14.5147,35.8997,338,31.12.1885 23:00:00,1886,1,1,19.09.1964 23:00:00,1964,9,20,Malta,Malte,Malta,Malta
139,Martinique,1147.9,Fort-de-France,-61.0588,14.6161,66,31.12.1885 23:00:00,1886,1,1,30.12.2019 23:00:00,2019,12,31,Martinique,Martinique,Martinique,Martinique
140,Mauritania,947721,Nouakchott,-16.0274,18.1194,435,07.04.1904 23:00:00,1904,4,8,01.10.1904 23:00:00,1904,10,2,Mauritania,Mauritanie,Mauretanien,Mauritania
141,Mauritius,2133.25,Port Louis,57.4989,-20.1619,590,31.12.1885 23:00:00,1886,1,1,10.03.1968 23:00:00,1968,3,11,Mauritius,Maurice,Mauritius,Mauritius
142,Mexico,1956770,Mexico City,-99.1386,19.4342,70,31.12.1885 23:00:00,1886,1,1,30.12.2019 23:00:00,2019,12,31,Mexico,Mexique,Mexiko,Meksiko
143,Moldova,33681.8,Chisinau,28.8575,47.0056,359,24.08.1991 22:00:00,1991,8,25,30.12.2019 23:00:00,2019,12,31,Moldova,Moldavie,Moldawien,Moldova
144,Mongolia,1562920,Ulan Bator,106.917,47.9167,712,12.03.1921 23:00:00,1921,3,13,30.12.2019 23:00:00,2019,12,31,Mongolia,Mongolie,Mongolei,Mongolia
145,Montenegro,9949.51,Cetinje,18.9116,42.3931,341,31.12.1885 23:00:00,1886,1,1,08.08.1913 23:00:00,1913,8,9,Montenegro,Monténégro,Montenegro,Montenegro
146,Morocco,374439,Rabat,-6.83,34.02,600,31.12.1885 23:00:00,1886,1,1,23.12.1902 23:00:00,1902,12,24,Morocco,Maroc,Marokko,Marokko
147,Mozambique,633863,Maputo,32.5892,-25.9653,541,31.12.1885 23:00:00,1886,1,1,09.06.1891 23:00:00,1891,6,10,Mozambique,Mozambique,Mosambik,Mosambik
148,Myanmar (Burma),666947,Rangoon,96.1667,16.7833,775,31.03.1937 23:00:00,1937,4,1,02.01.1948 23:00:00,1948,1,3,Myanmar (Burma),Myanmar (Birmanie),Myanmar (Birma),Myanmar (Burma)
149,Namibia,699703,Windhoek,17.0836,-22.57,565,31.12.1885 23:00:00,1886,1,1,28.12.1886 23:00:00,1886,12,29,Namibia,Namibie,Namibia,Namibia
150,Natal,43595.6,Pietermatritzburg,30.39,-29.61,562,31.12.1885 23:00:00,1886,1,1,21.04.1895 23:00:00,1895,4,22,Natal,Natal,Natal,Natal
151,Nepal,147167,Kathmandu,85.3167,27.7167,790,31.12.1885 23:00:00,1886,1,1,30.12.2019 23:00:00,2019,12,31,Nepal,Népal,Nepal,Nepal
152,Netherlands,34937.8,Amsterdam,4.91667,52.35,210,31.12.1885 23:00:00,1886,1,1,30.12.2019 23:00:00,2019,12,31,Netherlands,Pays-Bas,Niederlande,Alankomaat
153,New Caledonia and Dependencies,23883.1,Nouméa,166.458,-22.2758,930,31.12.1885 23:00:00,1886,1,1,30.12.2019 23:00:00,2019,12,31,New Caledonia and Dependencies,Nouvelle-Calédonie et dépendances,Neukaledonien und Dependenzen,Uusi-Kaledonia ja riippuvuudet
154,New Guinea (German New Guinea) (Kaiser Wilhelmsland),228300,Finschhafen,147.85,-6.6,912,31.12.1885 23:00:00,1886,1,1,30.12.1890 23:00:00,1890,12,31,New Guinea (German New Guinea) (Kaiser Wilhelmsland),Nouvelle-Guinée (Nouvelle-Guinée allemande) (Kaiser Wilhelmsland),Neuguinea (Deutsch-Neuguinea) (Kaiser Wilhelmsland),Uusi-Guinea (Saksan Uusi-Guinea) (Kaiser Wilhelmsland)
155,New South Wales,796177,Sydney,151.185,-33.92,901,31.12.1885 23:00:00,1886,1,1,30.12.1900 23:00:00,1900,12,31,New South Wales,Nouvelle-Galles du Sud,Neusüdwales,Uusi Etelä-Wales
156,New Zealand,268491,Wellington,174.783,-41.3,920,31.12.1885 23:00:00,1886,1,1,30.08.1907 23:00:00,1907,8,31,New Zealand,Nouvelle-Zélande,Neu Seeland,Uusi-Seelanti
157,Newfoundland,398416,St. John's,-52.681,47.585,21,31.12.1885 23:00:00,1886,1,1,20.07.1948 23:00:00,1948,7,21,Newfoundland,Terre-Neuve,Neufundland,Newfoundland
158,Nicaragua,128097,Managua,-86.2683,12.1508,93,31.12.1885 23:00:00,1886,1,1,30.12.2019 23:00:00,2019,12,31,Nicaragua,Nicaragua,Nicaragua,Nicaragua
159,Niger,1182030,Zinder,8.98332,13.8,436,31.12.1904 23:00:00,1905,1,1,26.12.1926 23:00:00,1926,12,27,Niger,Niger,Niger,Niger
160,Nigeria,862504,Abuja,7.53333,9.08333,475,31.12.1913 23:00:00,1914,1,1,29.09.1960 23:00:00,1960,9,30,Nigeria,Nigeria,Nigeria,Nigeria
161,Northeastern Rhodesia,285474,Chipata (Fort Jameson),32.6333,-13.65,5518,28.01.1900 23:00:00,1900,1,29,16.08.1911 23:00:00,1911,8,17,Northeastern Rhodesia,Rhodésie du Nord-Est,Nordöstliches Rhodesien,Koillis-Rhodesia
162,Northern Nigeria,727266,Lokoja,6.73994,7.80039,4784,31.12.1898 23:00:00,1899,1,1,30.12.1902 23:00:00,1902,12,31,Northern Nigeria,Nord du Nigeria,Nordnigeria,Pohjois-Nigeria
163,Northwestern Rhodesia,369534,Livingstone,25.86,-17.86,5519,28.01.1900 23:00:00,1900,1,29,28.05.1905 23:00:00,1905,5,29,Northwestern Rhodesia,Rhodésie du Nord-Ouest,Nordwest-Rhodesien,Luoteis-Rhodesia
164,Norway,320641,Oslo,10.7522,59.9139,385,25.08.1905 23:00:00,1905,8,26,30.12.2019 23:00:00,2019,12,31,Norway,Norvège,Norwegen,Norja
199,Somalia,636245,Mogadishu,45.3667,2.06667,520,30.06.1960 23:00:00,1960,7,1,30.12.2019 23:00:00,2019,12,31,Somalia,Somalie,Somalia,Somalia
165,Oil Rivers Protectorate,130337,Old Calabar (Calabar),8.31667,4.95,4782,31.12.1885 23:00:00,1886,1,1,30.12.1898 23:00:00,1898,12,31,Oil Rivers Protectorate,Protectorat de Oil Rivers,Protektorat Ölflüsse,Öljyjokien protektoraatti
166,Oman,308791,Masqat,58.5933,23.6133,698,31.12.1885 23:00:00,1886,1,1,21.02.1990 23:00:00,1990,2,22,Oman,Oman,Oman,Oman
167,Orange Free State,129711,Bloemfontein,26.2299,-29.12,564,31.12.1885 23:00:00,1886,1,1,28.05.1910 23:00:00,1910,5,29,Orange Free State,État libre d'Orange,Oranje-Freistaat,Oranian vapaavaltio
168,Pahang,36294.2,Pekan,103.39,3.4921,8203,31.12.1887 23:00:00,1888,1,1,29.06.1896 23:00:00,1896,6,30,Pahang,Pahang,Pahang,Pahang
169,Pakistan,932698,Karachi,66.99,24.87,770,14.08.1947 23:00:00,1947,8,15,03.01.1949 23:00:00,1949,1,4,Pakistan,Pakistan,Pakistan,Pakistan
170,Palestine,26963.7,(East) Jerusalem,35.2066,31.7784,665,25.04.1920 23:00:00,1920,4,26,22.12.1920 23:00:00,1920,12,23,Palestine,Palestine,Palästina,Palestiina
171,Panama,74108.4,Panama City,-79.5333,8.96667,95,02.11.1903 23:00:00,1903,11,3,30.12.2019 23:00:00,2019,12,31,Panama,Panama,Panama,Panama
172,Papua,223928,Port Moresby,147.193,-9.46471,911,31.12.1885 23:00:00,1886,1,1,30.12.1887 23:00:00,1887,12,31,Papua,Papouasie,Papua,Papua
173,Papua New Guinea,461689,Port Moresby,147.193,-9.46472,910,30.06.1949 23:00:00,1949,7,1,14.09.1975 23:00:00,1975,9,15,Papua New Guinea,Papouasie-Nouvelle-Guinée,Papua-Neuguinea,Papua-Uusi-Guinea
174,Paraguay,293507,Asuncion,-57.6667,-25.2667,150,31.12.1885 23:00:00,1886,1,1,19.07.1938 23:00:00,1938,7,20,Paraguay,Paraguay,Paraguay,Paraguay
175,Perak,18099.7,Taiping,100.72,4.86496,8201,31.12.1885 23:00:00,1886,1,1,29.06.1896 23:00:00,1896,6,30,Perak,Perak,Perak,Perak
176,Peru,1277670,Lima,-77.05,-12.05,135,31.12.1885 23:00:00,1886,1,1,07.07.1909 23:00:00,1909,7,8,Peru,Pérou,Peru,Peru
177,Philippines,292049,Manila,120.982,14.6042,840,31.12.1885 23:00:00,1886,1,1,09.12.1898 23:00:00,1898,12,10,Philippines,Philippines,Philippinen,Filippiinit
178,Poland,130204,Warsaw,21,52.25,290,10.11.1918 23:00:00,1918,11,11,26.06.1919 23:00:00,1919,6,27,Poland,Pologne,Polen,Puola
179,Portugal,91871.8,Lisbon,-9.13333,38.7167,235,31.12.1885 23:00:00,1886,1,1,30.12.2019 23:00:00,2019,12,31,Portugal,Portugal,Portugal,Portugali
180,Puerto Rico,9147.38,San Juan,-66.1057,18.4655,6,31.12.1885 23:00:00,1886,1,1,08.12.1898 23:00:00,1898,12,9,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico
181,Qatar,11089.2,Doha,51.5333,25.2867,694,02.11.1916 23:00:00,1916,11,3,01.09.1971 23:00:00,1971,9,2,Qatar,Qatar,Katar,Qatar
182,Queensland,1748620,Brisbane,153.035,-27.455,905,31.12.1885 23:00:00,1886,1,1,30.12.1900 23:00:00,1900,12,31,Queensland,Queensland,Queensland,Queensland
183,Reunion,2642.07,Saint-Denis,55.4551,-20.8907,585,31.12.1885 23:00:00,1886,1,1,30.12.2019 23:00:00,2019,12,31,Reunion,Réunion,Wiedervereinigung,Reunion
184,Rumania,128499,Bucharest,26.1,44.4333,360,31.12.1885 23:00:00,1886,1,1,08.08.1913 23:00:00,1913,8,9,Rumania,Roumanie,Rumänien,Romania
185,Russia (Soviet Union),22016200,Saint Petersburg (Petrograd),30.316,59.939,365,31.12.1885 23:00:00,1886,1,1,03.09.1905 23:00:00,1905,9,4,Russia (Soviet Union),Russie (Union soviétique),Russland (Sowjetunion),Venäjä (Neuvostoliitto)
186,Rwanda,25138,Kigali,30.0606,-1.95361,517,30.06.1962 23:00:00,1962,7,1,30.12.2019 23:00:00,2019,12,31,Rwanda,Rwanda,Ruanda,Ruanda
187,Rwanda-Urundi,52325.6,Usumbura,29.36,-3.37609,515,27.06.1920 23:00:00,1920,6,28,18.07.1922 23:00:00,1922,7,19,Rwanda-Urundi,Rwanda-Urundi,Ruanda-Urundi,Ruanda-Urundi
188,Sabah (North Borneo),72619.8,Sandakan (Elopura),118.108,5.84296,823,11.05.1888 23:00:00,1888,5,12,18.06.1889 23:00:00,1889,6,19,Sabah (North Borneo),Sabah (Bornéo Nord),Sabah (Nord Borneo),Sabah (Pohjois-Borneo)
189,Sarawak,124276,Kuching,110.33,1.52997,824,13.06.1888 23:00:00,1888,6,14,18.06.1889 23:00:00,1889,6,19,Sarawak,Sarawak,Sarawak,Sarawak
190,Saudi Arabia,1954450,Riyadh,46.7728,24.6408,670,22.09.1932 23:00:00,1932,9,23,30.12.1934 23:00:00,1934,12,31,Saudi Arabia,Arabie Saoudite,Saudi-Arabien,Saudi-Arabia
191,Selangore,6856.45,Kuala Lumpur,101.7,3.16667,8202,31.12.1885 23:00:00,1886,1,1,29.06.1896 23:00:00,1896,6,30,Selangore,Selangore,Selangore,Selangore
192,Senegal,195997,Dakar,-17.4553,14.7089,433,31.12.1885 23:00:00,1886,1,1,02.04.1959 23:00:00,1959,4,3,Senegal,Sénégal,Senegal,Senegal
193,Serbia,52533.9,Belgrade,20.4681,44.8186,340,31.12.1885 23:00:00,1886,1,1,08.08.1913 23:00:00,1913,8,9,Serbia,Serbie,Serbien,Serbia
194,Sierra Leone,83201.4,Freetown,-13.2342,8.49,451,31.12.1885 23:00:00,1886,1,1,08.08.1889 23:00:00,1889,8,9,Sierra Leone,Sierra Leone,Sierra Leone,Sierra Leone
195,Singapore,544.72,Singapore City,103.856,1.29306,830,31.03.1946 23:00:00,1946,4,1,30.12.1962 23:00:00,1962,12,31,Singapore,Singapour,Singapur,Singapore
196,Slovakia,48927.4,Bratislava,17.1167,48.15,317,31.12.1992 23:00:00,1993,1,1,30.12.2019 23:00:00,2019,12,31,Slovakia,Slovaquie,Slowakei,Slovakia
197,Slovenia,20426.5,Ljubljana,14.5144,46.0553,349,26.04.1992 22:00:00,1992,4,27,30.12.2019 23:00:00,2019,12,31,Slovenia,Slovénie,Slowenien,Slovenia
198,Solomon Islands,19641.2,Tulaghi,160.148,-9.08558,940,14.03.1893 23:00:00,1893,3,15,12.11.1899 23:00:00,1899,11,13,Solomon Islands,Solomon Islands,Salomon-Inseln,Salomonsaaret
200,South Africa,1220230,Pretoria,28.2294,-25.7069,560,30.05.1910 23:00:00,1910,5,31,30.12.2019 23:00:00,2019,12,31,South Africa,Afrique du Sud,Süd-Afrika,Etelä-Afrikka
201,South Australia,2313360,Adelaide,138.6,-34.935,903,31.12.1885 23:00:00,1886,1,1,30.12.1900 23:00:00,1900,12,31,South Australia,South Australia,Südaustralien,Etelä-Australia
202,South Sudan,627325,Juba,31.6,4.85,626,08.07.2011 22:00:00,2011,7,9,30.12.2019 23:00:00,2019,12,31,South Sudan,Sud-Soudan,Südsudan,Etelä-Sudan
203,Southern Nigeria,130337,Old Calabar (Calabar),8.31667,4.95,4783,31.12.1898 23:00:00,1899,1,1,14.02.1906 23:00:00,1906,2,15,Southern Nigeria,Sud du Nigeria,Südliches Nigeria,Etelä-Nigeria
204,Southern Sakhalin Island,32106.4,Toyohara,142.74,46.965,7351,04.09.1905 23:00:00,1905,9,5,13.08.1945 23:00:00,1945,8,14,Southern Sakhalin Island,Sud de l'île de Sakhaline,Südliche Sakhalin-Insel,Etelä-Sahalinin saari
205,Southern zone of Spanish Morocco,28688.9,Tarfaya,-12.9222,27.9389,6021,06.04.1956 23:00:00,1956,4,7,08.04.1958 23:00:00,1958,4,9,Southern zone of Spanish Morocco,Zone sud du Maroc espagnol,Südliche Zone von Spanisch-Marokko,Espanjan Marokon eteläinen vyöhyke
206,Spain,506124,Madrid,-3.68333,40.4,230,31.12.1885 23:00:00,1886,1,1,30.12.2019 23:00:00,2019,12,31,Spain,Espagne,Spanien,Espanja
207,Spanish Morocco,52796.1,Tetuan,-5.36667,35.5667,602,26.11.1912 23:00:00,1912,11,27,05.04.1956 23:00:00,1956,4,6,Spanish Morocco,Maroc espagnol,Spanisches Marokko,Espanjan Marokko
208,Spanish Sahara,269072,El Aaiun,-13.2,27.15,609,09.10.1958 23:00:00,1958,10,10,12.11.1975 23:00:00,1975,11,13,Spanish Sahara,Sahara espagnol,Spanische Sahara,Espanjan Sahara
209,Spanish West Africa,176416,Villa Cisneros,-15.9368,23.7141,610,31.12.1885 23:00:00,1886,1,1,25.06.1900 23:00:00,1900,6,26,Spanish West Africa,Afrique occidentale espagnole,Spanisches Westafrika,Espanjan Länsi-Afrikka
210,Sri Lanka (Ceylon),65983.3,Colombo,79.8478,6.93194,780,31.12.1885 23:00:00,1886,1,1,02.02.1948 23:00:00,1948,2,3,Sri Lanka (Ceylon),Sri Lanka (Ceylan),Sri Lanka (Ceylon),Sri Lanka (Ceylon)
211,Straits Settlements,3601.28,Singapore City,103.852,1.29027,827,31.12.1885 23:00:00,1886,1,1,30.03.1946 23:00:00,1946,3,31,Straits Settlements,Colonies du détroit,Meerengen-Siedlungen,Salmen siirtokunnat
212,Sudan,2590390,Khartoum,32.5342,15.5881,625,18.01.1899 23:00:00,1899,1,19,13.05.1902 23:00:00,1902,5,14,Sudan,Soudan,Sudan,Sudan
213,Surinam,144985,Paramaribo,-55.1667,5.83333,115,31.12.1885 23:00:00,1886,1,1,13.12.1954 23:00:00,1954,12,14,Surinam,Surinam,Surinam,Surinam
214,Swaziland (Eswatini),17110.8,Mbabane,31.1333,-26.3167,572,20.02.1895 23:00:00,1895,2,21,05.08.1902 23:00:00,1902,8,6,Swaziland (Eswatini),Swaziland (Eswatini),Swasiland (Eswatini),Swazimaa (Eswatini)
215,Sweden,766624,Stockholm,18.0745,59.3399,380,31.12.1885 23:00:00,1886,1,1,24.08.1905 23:00:00,1905,8,25,Sweden,Suède,Schweden,Ruotsi
216,Switzerland,41497,Bern,7.46667,46.9167,225,31.12.1885 23:00:00,1886,1,1,30.12.2019 23:00:00,2019,12,31,Switzerland,Suisse,Schweiz,Sveitsi
217,Syria,182444,Damascus,36.3,33.5,652,25.04.1920 23:00:00,1920,4,26,22.12.1920 23:00:00,1920,12,23,Syria,Syrie,Syrien,Syyria
218,Taiwan,35989.5,Taipei,121.525,25.0392,713,16.04.1895 23:00:00,1895,4,17,13.08.1945 23:00:00,1945,8,14,Taiwan,Taïwan,Taiwan,Taiwan
219,Tajikistan,142405,Dushanbe,68.7739,38.56,702,05.09.1991 22:00:00,1991,9,6,30.12.2019 23:00:00,2019,12,31,Tajikistan,Tadjikistan,Tadschikistan,Tadžikistan
220,Tanzania (Tanganyika),991095,Dodoma,35.7419,-6.173,510,31.12.1890 23:00:00,1891,1,1,07.10.1916 23:00:00,1916,10,8,Tanzania (Tanganyika),Tanzanie (Tanganyika),Tansania (Tanganjika),Tansania (Tanganyika)
221,Tasmania,68137.8,Hobart,147.295,-42.85,906,31.12.1885 23:00:00,1886,1,1,30.12.1900 23:00:00,1900,12,31,Tasmania,Tasmanie,Tasmanien,Tasmania
222,Thailand,778579,Bangkok,100.517,13.75,800,31.12.1885 23:00:00,1886,1,1,01.10.1893 23:00:00,1893,10,2,Thailand,Thaïlande,Thailand,Thaimaa
223,Tibet,1886260,Lhasa,91.1,29.645,711,31.12.1912 23:00:00,1913,1,1,01.07.1914 23:00:00,1914,7,2,Tibet,Tibet,Tibet,Tiibet
224,Togo,57094.5,Lome,1.23136,6.1725,461,19.07.1922 23:00:00,1922,7,20,25.04.1960 23:00:00,1960,4,26,Togo,Togo,Togo,Togo
225,Transvaal,301824,Pretoria,28.2294,-25.7069,563,31.12.1885 23:00:00,1886,1,1,28.05.1910 23:00:00,1910,5,29,Transvaal,Transvaal,Transvaal,Transvaal
226,Trinidad and Tobago,4996.4,Port-of-Spain,-61.5167,10.65,52,31.12.1885 23:00:00,1886,1,1,29.08.1962 23:00:00,1962,8,30,Trinidad and Tobago,Trinité-et-Tobago,Trinidad und Tobago,Trinidad ja Tobago
227,Tunisia,155358,Tunis,10.1797,36.8028,616,31.12.1885 23:00:00,1886,1,1,30.12.1955 23:00:00,1955,12,31,Tunisia,Tunisie,Tunesien,Tunisia
228,Turkey (Ottoman Empire),2823070,Istanbul,28.9795,41.0151,640,31.12.1885 23:00:00,1886,1,1,16.10.1912 23:00:00,1912,10,17,Turkey (Ottoman Empire),Turquie (Empire ottoman),Türkei (Osmanisches Reich),Turkki (Osmanien valtakunta)
229,Turkmenistan,471677,Ashgabat,58.3833,37.95,701,26.10.1991 23:00:00,1991,10,27,30.12.2019 23:00:00,2019,12,31,Turkmenistan,Turkménistan,Turkmenistan,Turkmenistan
230,Uganda,381361,Kampala,32.5656,0.31556,500,07.06.1894 23:00:00,1894,6,8,13.05.1902 23:00:00,1902,5,14,Uganda,Ouganda,Uganda,Uganda
231,Ukraine,597503,Kiev,30.5167,50.4333,369,25.12.1991 23:00:00,1991,12,26,16.03.2014 23:00:00,2014,3,17,Ukraine,Ukraine,Ukraine,Ukraina
232,Unfederated Malay States,19111.8,Johor Bahru,103.741,1.4927,822,31.12.1885 23:00:00,1886,1,1,08.03.1909 23:00:00,1909,3,9,Unfederated Malay States,États malais non fédérés,Unföderierte Malaiische Staaten,Malesian liittoutumattomat osavaltiot
233,United Arab Emirates,70228.1,Abu Dhabi,54.3667,24.4667,696,07.03.1892 23:00:00,1892,3,8,27.07.1913 23:00:00,1913,7,28,United Arab Emirates,Émirats arabes unis,Vereinigte Arabische Emirate,Yhdistyneet arabiemiirikunnat
234,United Kingdom,313670,London,-0.116667,51.5,200,31.12.1885 23:00:00,1886,1,1,04.12.1921 23:00:00,1921,12,5,United Kingdom,Royaume-Uni,Vereinigtes Königreich,Yhdistynyt kuningaskunta
235,United States of America,7940050,Washington,-77.0367,38.895,2,31.12.1885 23:00:00,1886,1,1,01.01.1959 23:00:00,1959,1,2,United States of America,Etats-Unis d'Amérique,Vereinigte Staaten von Amerika,Amerikan yhdysvallat
236,Uruguay,177857,Montevideo,-56.1708,-34.8581,165,31.12.1885 23:00:00,1886,1,1,30.12.2019 23:00:00,2019,12,31,Uruguay,Uruguay,Uruguay,Uruguay
237,Uzbekistan,446675,Tashkent,69.25,41.3167,704,31.08.1991 22:00:00,1991,9,1,30.12.2019 23:00:00,2019,12,31,Uzbekistan,Ouzbékistan,Usbekistan,Uzbekistan
238,Venezuela,910834,Caracas,-66.9167,10.5,101,31.12.1885 23:00:00,1886,1,1,30.12.2019 23:00:00,2019,12,31,Venezuela,Venezuela,Venezuela,Venezuela
239,Victoria,238068,Melbourne,144.975,-37.82,904,31.12.1885 23:00:00,1886,1,1,30.12.1900 23:00:00,1900,12,31,Victoria,Victoria,Victoria,Victoria
240,Vietnam (Annam/Cochin China/Tonkin),379848,Hue,107.58,16.47,815,31.12.1885 23:00:00,1886,1,1,30.05.1887 23:00:00,1887,5,31,Vietnam (Annam/Cochin China/Tonkin),Vietnam (Annam/Cochin Chine/Tonkin),Vietnam (Annam/Cochin China/Tonkin),Vietnam (Annam/Cochin Kiina/Tonkin)
241,"Vietnam, Democratic Republic of",155654,Hanoi,105.85,21.0333,816,30.04.1954 23:00:00,1954,5,1,29.04.1975 23:00:00,1975,4,30,"Vietnam, Democratic Republic of","Vietnam, République démocratique du","Vietnam, Demokratische Republik","Vietnam, demokraattinen tasavalta"
242,"Vietnam, Republic of",168563,Saigon,106.667,10.75,817,30.04.1954 23:00:00,1954,5,1,29.04.1975 23:00:00,1975,4,30,"Vietnam, Republic of","Vietnam, République du","Vietnam, Republik",Vietnamin tasavalta
243,West Bank,5871.19,East Jerusalem,35.2339,31.7834,6631,13.05.1948 23:00:00,1948,5,14,08.06.1967 23:00:00,1967,6,9,West Bank,Cisjordanie,Westjordanland,Länsiranta
244,West Irian (Dutch New Guinea),410361,Hollandia,140.7,-2.53299,851,28.12.1949 23:00:00,1949,12,29,13.08.1962 23:00:00,1962,8,14,West Irian (Dutch New Guinea),Irian occidental (Nouvelle-Guinée néerlandaise),West Irian (Niederländisch-Neuguinea),Länsi-Irian (Alankomaiden Uusi-Guinea)
245,Western Australia,2521930,Perth,115.84,-31.955,902,31.12.1885 23:00:00,1886,1,1,30.12.1900 23:00:00,1900,12,31,Western Australia,Australie occidentale,Westaustralien,Länsi-Australia
246,Yemen (Arab Republic of Yemen),136558,Sana'a,44.1833,15.2833,678,29.10.1918 23:00:00,1918,10,30,12.06.1934 23:00:00,1934,6,13,Yemen (Arab Republic of Yemen),Yémen (République arabe du Yémen),Jemen (Arabische Republik Jemen),Jemen (Jemenin arabitasavalta)
247,"Yemen, People''s Republic of",287228,Aden,45.0333,12.8,680,29.11.1967 23:00:00,1967,11,30,20.05.1990 22:00:00,1990,5,21,"Yemen, People''s Republic of","Yémen, République populaire du","Jemen, Volksrepublik",Jemenin kansantasavalta
248,Yugoslavia,157994,Belgrade,20.4681,44.8186,345,30.11.1918 23:00:00,1918,12,1,08.09.1919 23:00:00,1919,9,9,Yugoslavia,Yougoslavie,Jugoslawien,Jugoslavia
249,Zambia,751927,Lusaka,28.2833,-15.4167,551,17.08.1911 23:00:00,1911,8,18,30.07.1953 23:00:00,1953,7,31,Zambia,Zambie,Sambia,Sambia
250,Zanzibar,2591.2,Zanzibar City,39.1956,-6.16698,511,30.06.1890 23:00:00,1890,7,1,29.06.1895 23:00:00,1895,6,30,Zanzibar,Zanzibar,Sansibar,Sansibar
251,Zimbabwe (Rhodesia),389856,Harare,31.0447,-17.8178,552,31.12.1888 23:00:00,1889,1,1,09.06.1891 23:00:00,1891,6,10,Zimbabwe (Rhodesia),Zimbabwe (Rhodésie),Simbabwe (Rhodesien),Zimbabwe (Rhodesia)
